application_date,segment,case_count,application_year,application_month,application_dow,application_qtr,application_daytype,application_season,dist_holi,dist_muharram,dist_dussehra,dist_diwali,dist_christmas,case_count,WPI,WPI-3m,WPI-6m
1/24/2018,2,21599,2018,1,2,QTR1,weekday,winter,37,240,268,287,335,21599,,,
1/25/2018,1,2126,2018,1,3,QTR1,weekday,winter,36,239,267,286,334,2126,,,
1/25/2018,2,21689,2018,1,3,QTR1,weekday,winter,36,239,267,286,334,21689,,,
1/26/2018,1,1454,2018,1,4,QTR1,weekday,winter,35,238,266,285,333,1454,,,
1/26/2018,2,17813,2018,1,4,QTR1,weekday,winter,35,238,266,285,333,17813,,,
1/27/2018,1,2127,2018,1,5,QTR1,weekday,winter,34,237,265,284,332,2127,,,
1/27/2018,2,14454,2018,1,5,QTR1,weekday,winter,34,237,265,284,332,14454,,,
1/28/2018,1,911,2018,1,6,QTR1,weekend,winter,33,236,264,283,331,911,,,
1/28/2018,2,7434,2018,1,6,QTR1,weekend,winter,33,236,264,283,331,7434,,,
1/29/2018,1,2821,2018,1,0,QTR1,weekday,winter,32,235,263,282,330,2821,,,
1/29/2018,2,10408,2018,1,0,QTR1,weekday,winter,32,235,263,282,330,10408,,,
1/30/2018,1,2479,2018,1,1,QTR1,weekday,winter,31,234,262,281,329,2479,,,
1/30/2018,2,3919,2018,1,1,QTR1,weekday,winter,31,234,262,281,329,3919,,,
1/31/2018,1,9628,2018,1,2,QTR1,weekday,winter,30,233,261,280,328,9628,,,
1/31/2018,2,1302,2018,1,2,QTR1,weekday,winter,30,233,261,280,328,1302,,,
2/1/2018,1,472,2018,2,3,QTR1,weekday,winter,29,232,260,279,327,472,,,
2/1/2018,2,2760,2018,2,3,QTR1,weekday,winter,29,232,260,279,327,2760,,,
2/2/2018,1,66,2018,2,4,QTR1,weekday,winter,28,231,259,278,326,66,,,
2/2/2018,2,9679,2018,2,4,QTR1,weekday,winter,28,231,259,278,326,9679,,,
2/3/2018,1,52,2018,2,5,QTR1,weekday,winter,27,230,258,277,325,52,,,
2/3/2018,2,8998,2018,2,5,QTR1,weekday,winter,27,230,258,277,325,8998,,,
2/4/2018,2,6654,2018,2,6,QTR1,weekend,winter,26,229,257,276,324,6654,,,
2/5/2018,1,2654,2018,2,0,QTR1,weekday,winter,25,228,256,275,323,2654,,,
2/5/2018,2,8144,2018,2,0,QTR1,weekday,winter,25,228,256,275,323,8144,,,
2/6/2018,1,2419,2018,2,1,QTR1,weekday,winter,24,227,255,274,322,2419,,,
2/6/2018,2,9611,2018,2,1,QTR1,weekday,winter,24,227,255,274,322,9611,,,
2/7/2018,1,2439,2018,2,2,QTR1,weekday,winter,23,226,254,273,321,2439,,,
2/7/2018,2,9991,2018,2,2,QTR1,weekday,winter,23,226,254,273,321,9991,,,
2/8/2018,1,2369,2018,2,3,QTR1,weekday,winter,22,225,253,272,320,2369,,,
2/8/2018,2,9954,2018,2,3,QTR1,weekday,winter,22,225,253,272,320,9954,,,
2/9/2018,1,2470,2018,2,4,QTR1,weekday,winter,21,224,252,271,319,2470,,,
2/9/2018,2,11975,2018,2,4,QTR1,weekday,winter,21,224,252,271,319,11975,,,
2/10/2018,1,1974,2018,2,5,QTR1,weekday,winter,20,223,251,270,318,1974,,,
2/10/2018,2,12203,2018,2,5,QTR1,weekday,winter,20,223,251,270,318,12203,,,
2/11/2018,1,966,2018,2,6,QTR1,weekend,winter,19,222,250,269,317,966,,,
2/11/2018,2,12013,2018,2,6,QTR1,weekend,winter,19,222,250,269,317,12013,,,
2/12/2018,1,3413,2018,2,0,QTR1,weekday,winter,18,221,249,268,316,3413,,,
2/12/2018,2,22881,2018,2,0,QTR1,weekday,winter,18,221,249,268,316,22881,,,
2/13/2018,1,3092,2018,2,1,QTR1,weekday,winter,17,220,248,267,315,3092,,,
2/13/2018,2,27636,2018,2,1,QTR1,weekday,winter,17,220,248,267,315,27636,,,
2/14/2018,1,2702,2018,2,2,QTR1,weekday,winter,16,219,247,266,314,2702,,,
2/14/2018,2,27603,2018,2,2,QTR1,weekday,winter,16,219,247,266,314,27603,,,
2/15/2018,1,2354,2018,2,3,QTR1,weekday,winter,15,218,246,265,313,2354,,,
2/15/2018,2,26714,2018,2,3,QTR1,weekday,winter,15,218,246,265,313,26714,,,
2/16/2018,1,2543,2018,2,4,QTR1,weekday,winter,14,217,245,264,312,2543,,,
2/16/2018,2,29129,2018,2,4,QTR1,weekday,winter,14,217,245,264,312,29129,,,
2/17/2018,1,2003,2018,2,5,QTR1,weekday,winter,13,216,244,263,311,2003,,,
2/17/2018,2,28365,2018,2,5,QTR1,weekday,winter,13,216,244,263,311,28365,,,
2/18/2018,1,923,2018,2,6,QTR1,weekend,winter,12,215,243,262,310,923,,,
2/18/2018,2,12071,2018,2,6,QTR1,weekend,winter,12,215,243,262,310,12071,,,
2/19/2018,1,2405,2018,2,0,QTR1,weekday,winter,11,214,242,261,309,2405,,,
2/19/2018,2,24006,2018,2,0,QTR1,weekday,winter,11,214,242,261,309,24006,,,
2/20/2018,1,2488,2018,2,1,QTR1,weekday,winter,10,213,241,260,308,2488,,,
2/20/2018,2,32399,2018,2,1,QTR1,weekday,winter,10,213,241,260,308,32399,,,
2/21/2018,1,2589,2018,2,2,QTR1,weekday,winter,9,212,240,259,307,2589,,,
2/21/2018,2,28719,2018,2,2,QTR1,weekday,winter,9,212,240,259,307,28719,,,
2/22/2018,1,2513,2018,2,3,QTR1,weekday,winter,8,211,239,258,306,2513,,,
2/22/2018,2,26985,2018,2,3,QTR1,weekday,winter,8,211,239,258,306,26985,,,
2/23/2018,1,2415,2018,2,4,QTR1,weekday,winter,7,210,238,257,305,2415,,,
2/23/2018,2,23457,2018,2,4,QTR1,weekday,winter,7,210,238,257,305,23457,,,
2/24/2018,1,1908,2018,2,5,QTR1,weekday,winter,6,209,237,256,304,1908,,,
2/24/2018,2,20055,2018,2,5,QTR1,weekday,winter,6,209,237,256,304,20055,,,
2/25/2018,1,963,2018,2,6,QTR1,weekend,winter,5,208,236,255,303,963,,,
2/25/2018,2,13217,2018,2,6,QTR1,weekend,winter,5,208,236,255,303,13217,,,
2/26/2018,1,2665,2018,2,0,QTR1,weekday,winter,4,207,235,254,302,2665,,,
2/26/2018,2,11843,2018,2,0,QTR1,weekday,winter,4,207,235,254,302,11843,,,
2/27/2018,1,2530,2018,2,1,QTR1,weekday,winter,3,206,234,253,301,2530,,,
2/27/2018,2,5083,2018,2,1,QTR1,weekday,winter,3,206,234,253,301,5083,,,
2/28/2018,1,9134,2018,2,2,QTR1,weekday,winter,2,205,233,252,300,9134,,,
2/28/2018,2,206,2018,2,2,QTR1,weekday,winter,2,205,233,252,300,206,,,
3/1/2018,1,88,2018,3,3,QTR1,weekday,summer,1,204,232,251,299,88,,,
3/1/2018,2,2793,2018,3,3,QTR1,weekday,summer,1,204,232,251,299,2793,,,
3/2/2018,2,5726,2018,3,4,QTR1,weekday,summer,0,203,231,250,298,5726,,,
3/3/2018,1,58,2018,3,5,QTR1,weekday,summer,383,202,230,249,297,58,,,
3/3/2018,2,6613,2018,3,5,QTR1,weekday,summer,383,202,230,249,297,6613,,,
3/4/2018,2,5420,2018,3,6,QTR1,weekend,summer,382,201,229,248,296,5420,,,
3/5/2018,1,3243,2018,3,0,QTR1,weekday,summer,381,200,228,247,295,3243,,,
3/5/2018,2,6885,2018,3,0,QTR1,weekday,summer,381,200,228,247,295,6885,,,
3/6/2018,1,2645,2018,3,1,QTR1,weekday,summer,380,199,227,246,294,2645,,,
3/6/2018,2,8745,2018,3,1,QTR1,weekday,summer,380,199,227,246,294,8745,,,
3/7/2018,1,2821,2018,3,2,QTR1,weekday,summer,379,198,226,245,293,2821,,,
3/7/2018,2,10661,2018,3,2,QTR1,weekday,summer,379,198,226,245,293,10661,,,
3/8/2018,1,2794,2018,3,3,QTR1,weekday,summer,378,197,225,244,292,2794,,,
3/8/2018,2,7692,2018,3,3,QTR1,weekday,summer,378,197,225,244,292,7692,,,
3/9/2018,1,2832,2018,3,4,QTR1,weekday,summer,377,196,224,243,291,2832,,,
3/9/2018,2,14017,2018,3,4,QTR1,weekday,summer,377,196,224,243,291,14017,,,
3/10/2018,1,2348,2018,3,5,QTR1,weekday,summer,376,195,223,242,290,2348,,,
3/10/2018,2,15285,2018,3,5,QTR1,weekday,summer,376,195,223,242,290,15285,,,
3/11/2018,1,1324,2018,3,6,QTR1,weekend,summer,375,194,222,241,289,1324,,,
3/11/2018,2,21050,2018,3,6,QTR1,weekend,summer,375,194,222,241,289,21050,,,
3/12/2018,1,3468,2018,3,0,QTR1,weekday,summer,374,193,221,240,288,3468,,,
3/12/2018,2,33322,2018,3,0,QTR1,weekday,summer,374,193,221,240,288,33322,,,
3/13/2018,1,3023,2018,3,1,QTR1,weekday,summer,373,192,220,239,287,3023,,,
3/13/2018,2,29442,2018,3,1,QTR1,weekday,summer,373,192,220,239,287,29442,,,
3/14/2018,1,3313,2018,3,2,QTR1,weekday,summer,372,191,219,238,286,3313,,,
3/14/2018,2,27574,2018,3,2,QTR1,weekday,summer,372,191,219,238,286,27574,,,
3/15/2018,1,3515,2018,3,3,QTR1,weekday,summer,371,190,218,237,285,3515,,,
3/15/2018,2,33319,2018,3,3,QTR1,weekday,summer,371,190,218,237,285,33319,,,
3/16/2018,1,3888,2018,3,4,QTR1,weekday,summer,370,189,217,236,284,3888,,,
3/16/2018,2,31912,2018,3,4,QTR1,weekday,summer,370,189,217,236,284,31912,,,
3/17/2018,1,4041,2018,3,5,QTR1,weekday,summer,369,188,216,235,283,4041,,,
3/17/2018,2,28397,2018,3,5,QTR1,weekday,summer,369,188,216,235,283,28397,,,
3/18/2018,1,3124,2018,3,6,QTR1,weekend,summer,368,187,215,234,282,3124,,,
3/18/2018,2,27548,2018,3,6,QTR1,weekend,summer,368,187,215,234,282,27548,,,
3/19/2018,1,3576,2018,3,0,QTR1,weekday,summer,367,186,214,233,281,3576,,,
3/19/2018,2,23935,2018,3,0,QTR1,weekday,summer,367,186,214,233,281,23935,,,
3/20/2018,1,2814,2018,3,1,QTR1,weekday,summer,366,185,213,232,280,2814,,,
3/20/2018,2,29543,2018,3,1,QTR1,weekday,summer,366,185,213,232,280,29543,,,
3/21/2018,1,3059,2018,3,2,QTR1,weekday,summer,365,184,212,231,279,3059,,,
3/21/2018,2,27960,2018,3,2,QTR1,weekday,summer,365,184,212,231,279,27960,,,
3/22/2018,1,3143,2018,3,3,QTR1,weekday,summer,364,183,211,230,278,3143,,,
3/22/2018,2,28337,2018,3,3,QTR1,weekday,summer,364,183,211,230,278,28337,,,
3/23/2018,1,3311,2018,3,4,QTR1,weekday,summer,363,182,210,229,277,3311,,,
3/23/2018,2,24437,2018,3,4,QTR1,weekday,summer,363,182,210,229,277,24437,,,
3/24/2018,1,2854,2018,3,5,QTR1,weekday,summer,362,181,209,228,276,2854,,,
3/24/2018,2,24242,2018,3,5,QTR1,weekday,summer,362,181,209,228,276,24242,,,
3/25/2018,1,1655,2018,3,6,QTR1,weekend,summer,361,180,208,227,275,1655,,,
3/25/2018,2,17959,2018,3,6,QTR1,weekend,summer,361,180,208,227,275,17959,,,
3/26/2018,1,3140,2018,3,0,QTR1,weekday,summer,360,179,207,226,274,3140,,,
3/26/2018,2,17734,2018,3,0,QTR1,weekday,summer,360,179,207,226,274,17734,,,
3/27/2018,1,2922,2018,3,1,QTR1,weekday,summer,359,178,206,225,273,2922,,,
3/27/2018,2,17174,2018,3,1,QTR1,weekday,summer,359,178,206,225,273,17174,,,
3/28/2018,1,3128,2018,3,2,QTR1,weekday,summer,358,177,205,224,272,3128,,,
3/28/2018,2,13240,2018,3,2,QTR1,weekday,summer,358,177,205,224,272,13240,,,
3/29/2018,1,3126,2018,3,3,QTR1,weekday,summer,357,176,204,223,271,3126,,,
3/29/2018,2,9144,2018,3,3,QTR1,weekday,summer,357,176,204,223,271,9144,,,
3/30/2018,1,3289,2018,3,4,QTR1,weekday,summer,356,175,203,222,270,3289,,,
3/30/2018,2,3526,2018,3,4,QTR1,weekday,summer,356,175,203,222,270,3526,,,
3/31/2018,1,21885,2018,3,5,QTR1,weekday,summer,355,174,202,221,269,21885,,,
3/31/2018,2,706,2018,3,5,QTR1,weekday,summer,355,174,202,221,269,706,,,
4/1/2018,1,2,2018,4,6,QTR2,weekend,summer,354,173,201,220,268,2,,,
4/1/2018,2,1740,2018,4,6,QTR2,weekend,summer,354,173,201,220,268,1740,,,
4/2/2018,1,122,2018,4,0,QTR2,weekday,summer,353,172,200,219,267,122,,,
4/2/2018,2,3344,2018,4,0,QTR2,weekday,summer,353,172,200,219,267,3344,,,
4/3/2018,1,74,2018,4,1,QTR2,weekday,summer,352,171,199,218,266,74,,,
4/3/2018,2,4162,2018,4,1,QTR2,weekday,summer,352,171,199,218,266,4162,,,
4/4/2018,1,59,2018,4,2,QTR2,weekday,summer,351,170,198,217,265,59,,,
4/4/2018,2,4814,2018,4,2,QTR2,weekday,summer,351,170,198,217,265,4814,,,
4/5/2018,1,63,2018,4,3,QTR2,weekday,summer,350,169,197,216,264,63,,,
4/5/2018,2,4650,2018,4,3,QTR2,weekday,summer,350,169,197,216,264,4650,,,
4/6/2018,1,52,2018,4,4,QTR2,weekday,summer,349,168,196,215,263,52,,,
4/6/2018,2,5735,2018,4,4,QTR2,weekday,summer,349,168,196,215,263,5735,,,
4/7/2018,1,19,2018,4,5,QTR2,weekday,summer,348,167,195,214,262,19,,,
4/7/2018,2,5023,2018,4,5,QTR2,weekday,summer,348,167,195,214,262,5023,,,
4/8/2018,1,123,2018,4,6,QTR2,weekend,summer,347,166,194,213,261,123,,,
4/8/2018,2,5184,2018,4,6,QTR2,weekend,summer,347,166,194,213,261,5184,,,
4/9/2018,1,5891,2018,4,0,QTR2,weekday,summer,346,165,193,212,260,5891,,,
4/9/2018,2,6534,2018,4,0,QTR2,weekday,summer,346,165,193,212,260,6534,,,
4/10/2018,1,100,2018,4,1,QTR2,weekday,summer,345,164,192,211,259,100,,,
4/10/2018,2,7785,2018,4,1,QTR2,weekday,summer,345,164,192,211,259,7785,,,
4/11/2018,1,3493,2018,4,2,QTR2,weekday,summer,344,163,191,210,258,3493,,,
4/11/2018,2,18096,2018,4,2,QTR2,weekday,summer,344,163,191,210,258,18096,,,
4/12/2018,1,3591,2018,4,3,QTR2,weekday,summer,343,162,190,209,257,3591,,,
4/12/2018,2,24573,2018,4,3,QTR2,weekday,summer,343,162,190,209,257,24573,,,
4/13/2018,1,3490,2018,4,4,QTR2,weekday,summer,342,161,189,208,256,3490,,,
4/13/2018,2,26274,2018,4,4,QTR2,weekday,summer,342,161,189,208,256,26274,,,
4/14/2018,1,2665,2018,4,5,QTR2,weekday,summer,341,160,188,207,255,2665,,,
4/14/2018,2,22332,2018,4,5,QTR2,weekday,summer,341,160,188,207,255,22332,,,
4/15/2018,1,1803,2018,4,6,QTR2,weekend,summer,340,159,187,206,254,1803,,,
4/15/2018,2,16569,2018,4,6,QTR2,weekend,summer,340,159,187,206,254,16569,,,
4/16/2018,1,3544,2018,4,0,QTR2,weekday,summer,339,158,186,205,253,3544,,,
4/16/2018,2,24120,2018,4,0,QTR2,weekday,summer,339,158,186,205,253,24120,,,
4/17/2018,1,3756,2018,4,1,QTR2,weekday,summer,338,157,185,204,252,3756,,,
4/17/2018,2,27611,2018,4,1,QTR2,weekday,summer,338,157,185,204,252,27611,,,
4/18/2018,1,4084,2018,4,2,QTR2,weekday,summer,337,156,184,203,251,4084,,,
4/18/2018,2,28778,2018,4,2,QTR2,weekday,summer,337,156,184,203,251,28778,,,
4/19/2018,1,2772,2018,4,3,QTR2,weekday,summer,336,155,183,202,250,2772,,,
4/19/2018,2,28627,2018,4,3,QTR2,weekday,summer,336,155,183,202,250,28627,,,
4/20/2018,1,2515,2018,4,4,QTR2,weekday,summer,335,154,182,201,249,2515,,,
4/20/2018,2,28869,2018,4,4,QTR2,weekday,summer,335,154,182,201,249,28869,,,
4/21/2018,1,2087,2018,4,5,QTR2,weekday,summer,334,153,181,200,248,2087,,,
4/21/2018,2,27836,2018,4,5,QTR2,weekday,summer,334,153,181,200,248,27836,,,
4/22/2018,1,1037,2018,4,6,QTR2,weekend,summer,333,152,180,199,247,1037,,,
4/22/2018,2,17618,2018,4,6,QTR2,weekend,summer,333,152,180,199,247,17618,,,
4/23/2018,1,3019,2018,4,0,QTR2,weekday,summer,332,151,179,198,246,3019,,,
4/23/2018,2,24008,2018,4,0,QTR2,weekday,summer,332,151,179,198,246,24008,,,
4/24/2018,1,2539,2018,4,1,QTR2,weekday,summer,331,150,178,197,245,2539,,,
4/24/2018,2,25721,2018,4,1,QTR2,weekday,summer,331,150,178,197,245,25721,,,
4/25/2018,1,2634,2018,4,2,QTR2,weekday,summer,330,149,177,196,244,2634,,,
4/25/2018,2,23156,2018,4,2,QTR2,weekday,summer,330,149,177,196,244,23156,,,
4/26/2018,1,2582,2018,4,3,QTR2,weekday,summer,329,148,176,195,243,2582,,,
4/26/2018,2,21582,2018,4,3,QTR2,weekday,summer,329,148,176,195,243,21582,,,
4/27/2018,1,2456,2018,4,4,QTR2,weekday,summer,328,147,175,194,242,2456,,,
4/27/2018,2,16727,2018,4,4,QTR2,weekday,summer,328,147,175,194,242,16727,,,
4/28/2018,1,2046,2018,4,5,QTR2,weekday,summer,327,146,174,193,241,2046,,,
4/28/2018,2,7411,2018,4,5,QTR2,weekday,summer,327,146,174,193,241,7411,,,
4/29/2018,1,1158,2018,4,6,QTR2,weekend,summer,326,145,173,192,240,1158,,,
4/29/2018,2,1284,2018,4,6,QTR2,weekend,summer,326,145,173,192,240,1284,,,
4/30/2018,1,4249,2018,4,0,QTR2,weekday,summer,325,144,172,191,239,4249,,,
4/30/2018,2,710,2018,4,0,QTR2,weekday,summer,325,144,172,191,239,710,,,
5/1/2018,1,107,2018,5,1,QTR2,weekday,summer,324,143,171,190,238,107,,,
5/1/2018,2,3712,2018,5,1,QTR2,weekday,summer,324,143,171,190,238,3712,,,
5/2/2018,1,2739,2018,5,2,QTR2,weekday,summer,323,142,170,189,237,2739,,,
5/2/2018,2,5879,2018,5,2,QTR2,weekday,summer,323,142,170,189,237,5879,,,
5/3/2018,1,2528,2018,5,3,QTR2,weekday,summer,322,141,169,188,236,2528,,,
5/3/2018,2,7887,2018,5,3,QTR2,weekday,summer,322,141,169,188,236,7887,,,
5/4/2018,1,2421,2018,5,4,QTR2,weekday,summer,321,140,168,187,235,2421,,,
5/4/2018,2,7686,2018,5,4,QTR2,weekday,summer,321,140,168,187,235,7686,,,
5/5/2018,1,1933,2018,5,5,QTR2,weekday,summer,320,139,167,186,234,1933,,,
5/5/2018,2,7162,2018,5,5,QTR2,weekday,summer,320,139,167,186,234,7162,,,
5/6/2018,1,1084,2018,5,6,QTR2,weekend,summer,319,138,166,185,233,1084,,,
5/6/2018,2,5843,2018,5,6,QTR2,weekend,summer,319,138,166,185,233,5843,,,
5/7/2018,1,3057,2018,5,0,QTR2,weekday,summer,318,137,165,184,232,3057,,,
5/7/2018,2,5969,2018,5,0,QTR2,weekday,summer,318,137,165,184,232,5969,,,
5/8/2018,1,2452,2018,5,1,QTR2,weekday,summer,317,136,164,183,231,2452,,,
5/8/2018,2,7989,2018,5,1,QTR2,weekday,summer,317,136,164,183,231,7989,,,
5/9/2018,1,2590,2018,5,2,QTR2,weekday,summer,316,135,163,182,230,2590,,,
5/9/2018,2,11412,2018,5,2,QTR2,weekday,summer,316,135,163,182,230,11412,,,
5/10/2018,1,2638,2018,5,3,QTR2,weekday,summer,315,134,162,181,229,2638,,,
5/10/2018,2,12916,2018,5,3,QTR2,weekday,summer,315,134,162,181,229,12916,,,
5/11/2018,1,2440,2018,5,4,QTR2,weekday,summer,314,133,161,180,228,2440,,,
5/11/2018,2,17958,2018,5,4,QTR2,weekday,summer,314,133,161,180,228,17958,,,
5/12/2018,1,1852,2018,5,5,QTR2,weekday,summer,313,132,160,179,227,1852,,,
5/12/2018,2,23084,2018,5,5,QTR2,weekday,summer,313,132,160,179,227,23084,,,
5/13/2018,1,1038,2018,5,6,QTR2,weekend,summer,312,131,159,178,226,1038,,,
5/13/2018,2,13879,2018,5,6,QTR2,weekend,summer,312,131,159,178,226,13879,,,
5/14/2018,1,2633,2018,5,0,QTR2,weekday,summer,311,130,158,177,225,2633,,,
5/14/2018,2,27008,2018,5,0,QTR2,weekday,summer,311,130,158,177,225,27008,,,
5/15/2018,1,2607,2018,5,1,QTR2,weekday,summer,310,129,157,176,224,2607,,,
5/15/2018,2,31037,2018,5,1,QTR2,weekday,summer,310,129,157,176,224,31037,,,
5/16/2018,1,2823,2018,5,2,QTR2,weekday,summer,309,128,156,175,223,2823,,,
5/16/2018,2,31103,2018,5,2,QTR2,weekday,summer,309,128,156,175,223,31103,,,
5/17/2018,1,2604,2018,5,3,QTR2,weekday,summer,308,127,155,174,222,2604,,,
5/17/2018,2,33831,2018,5,3,QTR2,weekday,summer,308,127,155,174,222,33831,,,
5/18/2018,1,2599,2018,5,4,QTR2,weekday,summer,307,126,154,173,221,2599,,,
5/18/2018,2,33677,2018,5,4,QTR2,weekday,summer,307,126,154,173,221,33677,,,
5/19/2018,1,2030,2018,5,5,QTR2,weekday,summer,306,125,153,172,220,2030,,,
5/19/2018,2,34026,2018,5,5,QTR2,weekday,summer,306,125,153,172,220,34026,,,
5/20/2018,1,1114,2018,5,6,QTR2,weekend,summer,305,124,152,171,219,1114,,,
5/20/2018,2,29447,2018,5,6,QTR2,weekend,summer,305,124,152,171,219,29447,,,
5/21/2018,1,3033,2018,5,0,QTR2,weekday,summer,304,123,151,170,218,3033,,,
5/21/2018,2,25745,2018,5,0,QTR2,weekday,summer,304,123,151,170,218,25745,,,
5/22/2018,1,2623,2018,5,1,QTR2,weekday,summer,303,122,150,169,217,2623,,,
5/22/2018,2,25687,2018,5,1,QTR2,weekday,summer,303,122,150,169,217,25687,,,
5/23/2018,1,2681,2018,5,2,QTR2,weekday,summer,302,121,149,168,216,2681,,,
5/23/2018,2,24118,2018,5,2,QTR2,weekday,summer,302,121,149,168,216,24118,,,
5/24/2018,1,2713,2018,5,3,QTR2,weekday,summer,301,120,148,167,215,2713,,,
5/24/2018,2,21160,2018,5,3,QTR2,weekday,summer,301,120,148,167,215,21160,,,
5/25/2018,1,2556,2018,5,4,QTR2,weekday,summer,300,119,147,166,214,2556,,,
5/25/2018,2,19544,2018,5,4,QTR2,weekday,summer,300,119,147,166,214,19544,,,
5/26/2018,1,2004,2018,5,5,QTR2,weekday,summer,299,118,146,165,213,2004,,,
5/26/2018,2,18900,2018,5,5,QTR2,weekday,summer,299,118,146,165,213,18900,,,
5/27/2018,1,1014,2018,5,6,QTR2,weekend,summer,298,117,145,164,212,1014,,,
5/27/2018,2,15801,2018,5,6,QTR2,weekend,summer,298,117,145,164,212,15801,,,
5/28/2018,1,2871,2018,5,0,QTR2,weekday,summer,297,116,144,163,211,2871,,,
5/28/2018,2,12321,2018,5,0,QTR2,weekday,summer,297,116,144,163,211,12321,,,
5/29/2018,1,2597,2018,5,1,QTR2,weekday,summer,296,115,143,162,210,2597,,,
5/29/2018,2,7573,2018,5,1,QTR2,weekday,summer,296,115,143,162,210,7573,,,
5/30/2018,1,2559,2018,5,2,QTR2,weekday,summer,295,114,142,161,209,2559,,,
5/30/2018,2,2546,2018,5,2,QTR2,weekday,summer,295,114,142,161,209,2546,,,
5/31/2018,1,4379,2018,5,3,QTR2,weekday,summer,294,113,141,160,208,4379,,,
5/31/2018,2,2171,2018,5,3,QTR2,weekday,summer,294,113,141,160,208,2171,,,
6/1/2018,1,327,2018,6,4,QTR2,weekday,monsoon,293,112,140,159,207,327,,,
6/1/2018,2,8306,2018,6,4,QTR2,weekday,monsoon,293,112,140,159,207,8306,,,
6/2/2018,1,1964,2018,6,5,QTR2,weekday,monsoon,292,111,139,158,206,1964,,,
6/2/2018,2,10620,2018,6,5,QTR2,weekday,monsoon,292,111,139,158,206,10620,,,
6/3/2018,1,1054,2018,6,6,QTR2,weekend,monsoon,291,110,138,157,205,1054,,,
6/3/2018,2,5286,2018,6,6,QTR2,weekend,monsoon,291,110,138,157,205,5286,,,
6/4/2018,1,3234,2018,6,0,QTR2,weekday,monsoon,290,109,137,156,204,3234,,,
6/4/2018,2,10754,2018,6,0,QTR2,weekday,monsoon,290,109,137,156,204,10754,,,
6/5/2018,1,3150,2018,6,1,QTR2,weekday,monsoon,289,108,136,155,203,3150,,,
6/5/2018,2,9934,2018,6,1,QTR2,weekday,monsoon,289,108,136,155,203,9934,,,
6/6/2018,1,3228,2018,6,2,QTR2,weekday,monsoon,288,107,135,154,202,3228,,,
6/6/2018,2,10487,2018,6,2,QTR2,weekday,monsoon,288,107,135,154,202,10487,,,
6/7/2018,1,3232,2018,6,3,QTR2,weekday,monsoon,287,106,134,153,201,3232,,,
6/7/2018,2,11064,2018,6,3,QTR2,weekday,monsoon,287,106,134,153,201,11064,,,
6/8/2018,1,3169,2018,6,4,QTR2,weekday,monsoon,286,105,133,152,200,3169,,,
6/8/2018,2,10305,2018,6,4,QTR2,weekday,monsoon,286,105,133,152,200,10305,,,
6/9/2018,1,2663,2018,6,5,QTR2,weekday,monsoon,285,104,132,151,199,2663,,,
6/9/2018,2,13238,2018,6,5,QTR2,weekday,monsoon,285,104,132,151,199,13238,,,
6/10/2018,1,1620,2018,6,6,QTR2,weekend,monsoon,284,103,131,150,198,1620,,,
6/10/2018,2,8659,2018,6,6,QTR2,weekend,monsoon,284,103,131,150,198,8659,,,
6/11/2018,1,3913,2018,6,0,QTR2,weekday,monsoon,283,102,130,149,197,3913,,,
6/11/2018,2,21767,2018,6,0,QTR2,weekday,monsoon,283,102,130,149,197,21767,,,
6/12/2018,1,3571,2018,6,1,QTR2,weekday,monsoon,282,101,129,148,196,3571,,,
6/12/2018,2,31298,2018,6,1,QTR2,weekday,monsoon,282,101,129,148,196,31298,,,
6/13/2018,1,4161,2018,6,2,QTR2,weekday,monsoon,281,100,128,147,195,4161,,,
6/13/2018,2,34090,2018,6,2,QTR2,weekday,monsoon,281,100,128,147,195,34090,,,
6/14/2018,1,4532,2018,6,3,QTR2,weekday,monsoon,280,99,127,146,194,4532,,,
6/14/2018,2,33836,2018,6,3,QTR2,weekday,monsoon,280,99,127,146,194,33836,,,
6/15/2018,1,4756,2018,6,4,QTR2,weekday,monsoon,279,98,126,145,193,4756,,,
6/15/2018,2,32713,2018,6,4,QTR2,weekday,monsoon,279,98,126,145,193,32713,,,
6/16/2018,1,2377,2018,6,5,QTR2,weekday,monsoon,278,97,125,144,192,2377,,,
6/16/2018,2,30218,2018,6,5,QTR2,weekday,monsoon,278,97,125,144,192,30218,,,
6/17/2018,1,1555,2018,6,6,QTR2,weekend,monsoon,277,96,124,143,191,1555,,,
6/17/2018,2,20232,2018,6,6,QTR2,weekend,monsoon,277,96,124,143,191,20232,,,
6/18/2018,1,3907,2018,6,0,QTR2,weekday,monsoon,276,95,123,142,190,3907,,,
6/18/2018,2,24126,2018,6,0,QTR2,weekday,monsoon,276,95,123,142,190,24126,,,
6/19/2018,1,3272,2018,6,1,QTR2,weekday,monsoon,275,94,122,141,189,3272,,,
6/19/2018,2,33984,2018,6,1,QTR2,weekday,monsoon,275,94,122,141,189,33984,,,
6/20/2018,1,3454,2018,6,2,QTR2,weekday,monsoon,274,93,121,140,188,3454,,,
6/20/2018,2,33705,2018,6,2,QTR2,weekday,monsoon,274,93,121,140,188,33705,,,
6/21/2018,1,3357,2018,6,3,QTR2,weekday,monsoon,273,92,120,139,187,3357,,,
6/21/2018,2,35131,2018,6,3,QTR2,weekday,monsoon,273,92,120,139,187,35131,,,
